#
# ABINIT package : DOS file
#
# nsppol = 1, nkpt = 1012, nband(1)=   7
# Smearing technique, occopt = 3, tsmear= 0.001 Hartree, tphysel= 0.000 Hartree
# For identification : eigen(1:3)=  -0.632  -0.443  -0.442
#
# Fermi energy :      -0.26524251
#
# The DOS (in electrons/Hartree/cell) and integrated DOS (in electrons/cell),
# as well as the DOS with tsmear halved and doubled, are computed,
# at  1101 energies (in Hartree) covering the interval
# between   -0.7000 and    0.4000 Hartree by steps of 0.00100 Hartree.
#
#    #   energy        DOS       Integr. DOS        DOS           DOS
#                                               (tsmear/2)    (tsmear*2)
  466  -0.234      7.910238     11.232539         5.987         8.042
  467  -0.233      8.408503     11.240646         8.492         8.084
  468  -0.232      9.012119     11.249391        10.223         8.037
  469  -0.231      8.870583     11.258412        10.240         7.865
  470  -0.230      7.938878     11.266860         7.855         7.577
  471  -0.229      6.812619     11.274230         6.730         7.246
  472  -0.228      5.902270     11.280554         4.967         6.974
  473  -0.227      5.704154     11.286275         3.988         6.838
  474  -0.226      6.349140     11.292258         6.648         6.848
  475  -0.225      7.005428     11.298971         8.021         6.957
  476  -0.224      7.200742     11.306103         7.199         7.101
  477  -0.223      7.377387     11.313367         6.480         7.230
  478  -0.222      7.867602     11.320975         8.079         7.308
  479  -0.221      8.106636     11.329019         9.746         7.301
  480  -0.220      7.584557     11.336921         7.895         7.207
  481  -0.219      6.723490     11.344074         6.319         7.075
  482  -0.218      6.222569     11.350489         4.706         6.974
  483  -0.217      6.482364     11.356788         6.135         6.951
  484  -0.216      6.836254     11.363486         8.760         7.011
  485  -0.215      6.748718     11.370286         5.209         7.134
  486  -0.214      7.162448     11.377168         6.031         7.292
  487  -0.213      8.085152     11.384798         9.303         7.438
  488  -0.212      8.302327     11.393089        10.444         7.521
  489  -0.211      7.637977     11.401088         6.477         7.531
  490  -0.210      7.224212     11.408465         6.322         7.501
  491  -0.209      7.333217     11.415718         7.605         7.469
  492  -0.208      7.558747     11.423163         7.242         7.435
  493  -0.207      7.772930     11.430835         8.258         7.372
  494  -0.206      7.815863     11.438650         8.067         7.249
  495  -0.205      7.534072     11.446360         8.239         7.052
  496  -0.204      6.792842     11.453560         7.369         6.812
  497  -0.203      5.878817     11.459881         4.838         6.591
  498  -0.202      5.461597     11.465490         4.598         6.460
  499  -0.201      5.825477     11.471070         4.543         6.447
  500  -0.200      6.628057     11.477300         8.018         6.522
  501  -0.199      6.920852     11.484141         7.950         6.626
  502  -0.198      6.702565     11.490960         5.820         6.724
  503  -0.197      6.753279     11.497648         6.205         6.808
  504  -0.196      7.080973     11.504563         7.519         6.874
  505  -0.195      7.296124     11.511768         7.497         6.904
  506  -0.194      7.225373     11.519060         8.081         6.883
  507  -0.193      6.916902     11.526131         5.892         6.817
  508  -0.192      6.752075     11.532957         7.488         6.729
  509  -0.191      6.381788     11.539559         6.993         6.658
  510  -0.190      5.843422     11.545653         4.681         6.648
  511  -0.189      5.975993     11.551480         4.325         6.732
  512  -0.188      6.865991     11.557872         7.687         6.890
  513  -0.187      7.658669     11.565168         7.887         7.052
  514  -0.186      8.038317     11.573054         9.025         7.142
  515  -0.185      7.787168     11.581028         8.737         7.117
  516  -0.184      7.147903     11.588489         6.014         6.990
  517  -0.183      6.893685     11.595468         6.461         6.794
  518  -0.182      6.819187     11.602342         7.835         6.561
  519  -0.181      6.325807     11.608956         6.759         6.315
  520  -0.180      5.512429     11.614882         5.365         6.102
  521  -0.179      4.950102     11.620063         3.434         5.982
  522  -0.178      5.215782     11.625071         4.218         5.989
  523  -0.177      6.006718     11.630678         6.938         6.105
  524  -0.176      6.440632     11.636954         7.443         6.276
  525  -0.175      6.365168     11.643376         5.921         6.463
  526  -0.174      6.580378     11.649787         4.876         6.642
  527  -0.173      7.387508     11.656756         8.472         6.778
  528  -0.172      7.779832     11.664411         9.206         6.818
  529  -0.171      7.512166     11.672083         6.896         6.724
  530  -0.170      7.131206     11.679413         7.640         6.501
  531  -0.169      6.347316     11.686209         7.903         6.198
  532  -0.168      5.051487     11.691917         3.914         5.907
  533  -0.167      4.311089     11.696505         2.350         5.730
  534  -0.166      4.736228     11.700945         3.922         5.726
  535  -0.165      5.615211     11.706132         6.905         5.874
  536  -0.164      6.087419     11.712023         6.260         6.113
  537  -0.163      6.369197     11.718243         5.997         6.380
  538  -0.162      6.915504     11.724855         6.025         6.630
  539  -0.161      7.599941     11.732132         9.167         6.812
  540  -0.160      7.659643     11.739831         8.429         6.886
  541  -0.159      7.304578     11.747306         6.152         6.838
  542  -0.158      7.201596     11.754543         7.559         6.686
  543  -0.157      6.831478     11.761621         8.710         6.472
  544  -0.156      5.596647     11.767898         5.777         6.281
  545  -0.155      4.253721     11.772774         2.554         6.257
  546  -0.154      3.912522     11.776753         2.218         6.558
  547  -0.153      4.725782     11.780989         4.057         7.280
  548  -0.152      6.478504     11.786510         4.797         8.407
  549  -0.151      9.290204     11.794307         8.098         9.807
  550  -0.150     12.769027     11.805323        13.397        11.235
  551  -0.149     15.731103     11.819672        18.240        12.398
  552  -0.148     17.075497     11.836235        19.351        13.056
  553  -0.147     16.421302     11.853156        19.559        13.123
  554  -0.146     13.866317     11.868424        14.772        12.712
  555  -0.145     10.875754     11.880736         8.029        12.093
  556  -0.144      9.319327     11.890678         7.074        11.546
  557  -0.143      9.519582     11.899967         7.761        11.227
  558  -0.142     10.943152     11.910133        10.547        11.105
  559  -0.141     12.369315     11.921861        15.180        11.027
  560  -0.140     12.300824     11.934349        14.448        10.841
  561  -0.139     10.958716     11.946023        10.236        10.506
  562  -0.138      9.711075     11.956313         8.775        10.087
  563  -0.137      9.001848     11.965630         8.674         9.682
  564  -0.136      8.754519     11.974469         7.836         9.357
  565  -0.135      8.796843     11.983243         9.745         9.125
  566  -0.134      8.700733     11.992005         8.218         8.977
  567  -0.133      8.558684     12.000636         9.141         8.903
  568  -0.132      8.348816     12.009090         7.887         8.905
  569  -0.131      8.528439     12.017465         6.824         8.977
  570  -0.130      9.312009     12.026367        10.285         9.083
  571  -0.129      9.848854     12.035994        10.610         9.157
  572  -0.128      9.937197     12.045909         9.755         9.133
  573  -0.127      9.822558     12.055810        10.446         8.981
  574  -0.126      9.223961     12.065392        10.765         8.712
  575  -0.125      8.061244     12.074053         7.129         8.383
  576  -0.124      7.318984     12.081661         5.450         8.067
  577  -0.123      7.585373     12.089045         7.105         7.796
  578  -0.122      8.074210     12.096910         9.926         7.546
  579  -0.121      7.720188     12.104895         8.805         7.277
  580  -0.120      6.686917     12.112116         6.049         7.001
  581  -0.119      5.860623     12.118347         5.097         6.783
  582  -0.118      5.594280     12.124025         4.808         6.693
  583  -0.117      5.964318     12.129750         5.083         6.758
  584  -0.116      6.706181     12.136085         7.554         6.947
  585  -0.115      7.249211     12.143083         7.312         7.200
  586  -0.114      7.778476     12.150580         6.969         7.449
  587  -0.113      8.404030     12.158686         9.565         7.632
  588  -0.112      8.474340     12.167191         9.549         7.709
  589  -0.111      8.063741     12.175466         7.169         7.672
  590  -0.110      7.800079     12.183380         7.929         7.538
  591  -0.109      7.685952     12.191113         7.262         7.324
  592  -0.108      7.623790     12.198777         8.247         7.035
  593  -0.107      7.051039     12.206186         8.773         6.685
  594  -0.106      5.778107     12.212628         5.151         6.335
  595  -0.105      4.732789     12.217824         3.259         6.084
  596  -0.104      4.621174     12.222416         3.347         6.019
  597  -0.103      5.213041     12.227310         5.898         6.174
  598  -0.102      5.725244     12.232802         5.905         6.532
  599  -0.101      6.231976     12.238753         5.360         7.057
  600  -0.100      7.282565     12.245452         6.124         7.688
  601  -0.099      9.069104     12.253574         8.325         8.319
  602  -0.098     10.860019     12.263605        13.855         8.796
  603  -0.097     11.306615     12.274819        12.366         8.986
  604  -0.096     10.504111     12.285805        12.018         8.850
  605  -0.095      8.794537     12.295517         9.114         8.475
  606  -0.094      7.009955     12.303364         4.998         8.030
  607  -0.093      6.216882     12.309886         5.293         7.681
  608  -0.092      6.387194     12.316118         5.084         7.512
  609  -0.091      7.147904     12.322866         7.888         7.507
  610  -0.090      7.753161     12.330353         8.359         7.594
  611  -0.089      7.952205     12.338232         8.076         7.706
  612  -0.088      7.906758     12.346180         8.342         7.812
  613  -0.087      7.642259     12.353968         7.894         7.926
  614  -0.086      7.486074     12.361493         5.823         8.077
  615  -0.085      8.052417     12.369199         7.631         8.276
  616  -0.084      8.858253     12.377681        10.080         8.494
  617  -0.083      9.183861     12.386742         9.426         8.686
  618  -0.082      9.081526     12.395909         9.764         8.832
  619  -0.081      8.696287     12.404803         8.367         8.950
  620  -0.080      8.672679     12.413422         6.803         9.073
  621  -0.079      9.444959     12.422434         9.620         9.197
  622  -0.078     10.110112     12.432276        12.063         9.284
  623  -0.077      9.789771     12.442308        10.654         9.304
  624  -0.076      8.859585     12.451644         8.424         9.288
  625  -0.075      8.455499     12.460204         5.509         9.299
  626  -0.074      9.274849     12.468995         9.766         9.362
  627  -0.073      9.993540     12.478711        12.444         9.442
  628  -0.072      9.797869     12.488649         8.788         9.492
  629  -0.071      9.615646     12.498330         9.420         9.498
  630  -0.070      9.529129     12.507916        10.261         9.478
  631  -0.069      9.224307     12.517304         9.079         9.456
  632  -0.068      9.096408     12.526422         7.799         9.450
  633  -0.067      9.617405     12.535727         9.126         9.447
  634  -0.066     10.277423     12.545710        11.844         9.397
  635  -0.065     10.143056     12.556003        11.409         9.248
  636  -0.064      9.217784     12.565723         9.226         9.004
  637  -0.063      8.322546     12.574452         6.813         8.725
  638  -0.062      7.899942     12.582543         8.728         8.495
  639  -0.061      7.417511     12.590219         7.324         8.398
  640  -0.060      6.931748     12.597375         6.478         8.513
  641  -0.059      6.864009     12.604221         5.846         8.910
  642  -0.058      7.768754     12.611425         5.354         9.604
  643  -0.057     10.160139     12.620269         8.526        10.498
  644  -0.056     13.388239     12.632039        14.838        11.363
  645  -0.055     15.697739     12.646733        18.783        11.912
  646  -0.054     15.688643     12.662650        19.972        11.947
  647  -0.053     13.252556     12.677273        13.733        11.475
  648  -0.052     10.241087     12.688964         7.750        10.694
  649  -0.051      8.495422     12.698201         6.675         9.855
  650  -0.050      8.106807     12.706416         7.130         9.126
  651  -0.049      8.196300     12.714580         9.818         8.549
  652  -0.048      7.661305     12.722582         8.584         8.118
  653  -0.047      6.641204     12.729730         5.596         7.847
  654  -0.046      6.151801     12.736050         4.816         7.784
  655  -0.045      6.673359     12.742377         5.195         7.951
  656  -0.044      7.998643     12.749676         8.289         8.298
  657  -0.043      9.205644     12.758330        10.770         8.719
  658  -0.042      9.782233     12.767861         9.449         9.105
  659  -0.041     10.184234     12.777845        10.296         9.383
  660  -0.040     10.453096     12.788191        11.125         9.521
  661  -0.039     10.144567     12.798554        11.597         9.524
  662  -0.038      9.350647     12.808302         7.968         9.437
  663  -0.037      9.024459     12.817427         8.263         9.317
  664  -0.036      9.184046     12.826519         9.510         9.197
  665  -0.035      9.285684     12.835768         9.680         9.067
  666  -0.034      9.319464     12.845066         8.578         8.897
  667  -0.033      9.270465     12.854390        10.974         8.658
  668  -0.032      8.720491     12.863424         8.235         8.343
  669  -0.031      7.971532     12.871774         8.537         7.984
  670  -0.030      7.093620     12.879318         7.025         7.639
  671  -0.029      6.469890     12.886041         4.619         7.370
  672  -0.028      6.700899     12.892562         6.279         7.208
  673  -0.027      7.081539     12.899496         9.092         7.144
  674  -0.026      6.719127     12.906453         6.791         7.167
  675  -0.025      6.305956     12.912915         4.476         7.288
  676  -0.024      6.875562     12.919409         5.460         7.509
  677  -0.023      8.221051     12.926937         9.043         7.775
  678  -0.022      9.181374     12.935713        10.773         7.981
  679  -0.021      9.241014     12.944987         9.716         8.035
  680  -0.020      8.784453     12.954027         9.026         7.909
  681  -0.019      8.070847     12.962474         8.345         7.638
  682  -0.018      7.121700     12.970088         7.472         7.303
  683  -0.017      6.161758     12.976709         5.238         7.005
  684  -0.016      5.594588     12.982549         5.241         6.839
  685  -0.015      5.551408     12.988069         4.445         6.862
  686  -0.014      6.244313     12.993901         5.244         7.064
  687  -0.013      7.617906     13.000792         7.204         7.360
  688  -0.012      8.950394     13.009130        11.166         7.611
  689  -0.011      9.268755     13.018335        10.148         7.693
  690  -0.010      8.763311     13.027393         8.965         7.553
  691  -0.009      7.787858     13.035712         8.944         7.229
  692  -0.008      6.432647     13.042830         5.621         6.822
  693  -0.007      5.389208     13.048688         4.466         6.458
  694  -0.006      5.039910     13.053843         4.081         6.229
  695  -0.005      5.413646     13.059013         4.611         6.163
  696  -0.004      6.109654     13.064784         7.239         6.221
  697  -0.003      6.447348     13.071099         6.581         6.342
  698  -0.002      6.535280     13.077597         6.582         6.480
  699  -0.001      6.574096     13.084154         6.622         6.617
  700   0.000      6.707467     13.090774         5.923         6.749
  701   0.001      7.101021     13.097664         7.344         6.858
  702   0.002      7.448119     13.104958         7.998         6.913
  703   0.003      7.576142     13.112482         7.200         6.874
  704   0.004      7.559079     13.120073         8.744         6.715
  705   0.005      6.988061     13.127405         7.617         6.437
  706   0.006      6.065261     13.133926         5.238         6.082
  707   0.007      5.331076     13.139610         5.625         5.719
  708   0.008      4.755547     13.144635         3.970         5.416
  709   0.009      4.447560     13.149217         4.570         5.227
  710   0.010      4.241200     13.153559         4.161         5.191
  711   0.011      4.234111     13.157762         3.376         5.325
  712   0.012      4.828841     13.162231         3.674         5.611
  713   0.013      6.159548     13.167671         5.489         5.971
  714   0.014      7.771674     13.174654         8.850         6.266
  715   0.015      8.503290     13.182920        11.647         6.358
  716   0.016      7.511098     13.191060         8.662         6.196
  717   0.017      5.732560     13.197674         4.166         5.856
  718   0.018      4.534138     13.202738         3.721         5.487
  719   0.019      4.048133     13.206981         3.546         5.220
  720   0.020      4.124810     13.211018         3.128         5.112
  721   0.021      4.826833     13.215446         4.176         5.139
  722   0.022      5.677616     13.220728         7.329         5.225
  723   0.023      5.850539     13.226559         6.508         5.291
  724   0.024      5.524299     13.232259         5.118         5.304
  725   0.025      5.261179     13.237637         5.081         5.277
  726   0.026      5.104184     13.242819         5.315         5.240
  727   0.027      4.958563     13.247844         4.731         5.216
  728   0.028      5.068924     13.252820         3.920         5.206
  729   0.029      5.666842     13.258158         5.734         5.179
  730   0.030      6.021011     13.264076         8.409         5.087
  731   0.031      5.271160     13.269809         5.854         4.918
  732   0.032      4.100661     13.274473         2.675         4.724
  733   0.033      3.676100     13.278273         2.118         4.584
  734   0.034      4.070390     13.282110         4.574         4.540
  735   0.035      4.516387     13.286422         4.734         4.577
  736   0.036      4.720646     13.291060         5.181         4.652
  737   0.037      4.785248     13.295812         4.227         4.730
  738   0.038      4.993164     13.300684         4.903         4.784
  739   0.039      5.265684     13.305823         5.748         4.790
  740   0.040      5.281255     13.311127         5.682         4.724
  741   0.041      4.922995     13.316260         5.514         4.591
  742   0.042      4.241234     13.320860         4.265         4.427
  743   0.043      3.596696     13.324754         2.790         4.296
  744   0.044      3.414291     13.328213         2.814         4.254
  745   0.045      3.798543     13.331771         2.816         4.313
  746   0.046      4.661281     13.335979         4.871         4.427
  747   0.047      5.314001     13.341023         6.991         4.516
  748   0.048      5.242329     13.346350         5.114         4.516
  749   0.049      4.864279     13.351413         5.224         4.412
  750   0.050      4.368689     13.356038         4.248         4.229
  751   0.051      3.871353     13.360150         3.744         4.016
  752   0.052      3.464069     13.363812         3.450         3.819
  753   0.053      3.195039     13.367121         2.543         3.674
  754   0.054      3.275902     13.370324         2.857         3.595
  755   0.055      3.496069     13.373724         4.320         3.577
  756   0.056      3.388033     13.377198         3.736         3.614
  757   0.057      3.090749     13.380433         2.634         3.725
  758   0.058      3.110730     13.383487         2.059         3.934
  759   0.059      3.738375     13.386864         3.251         4.247
  760   0.060      4.712791     13.391082         4.999         4.621
  761   0.061      5.595803     13.396256         5.940         4.978
  762   0.062      6.174554     13.402170         6.766         5.233
  763   0.063      6.481604     13.408511         6.189         5.317
  764   0.064      6.636503     13.415094         7.484         5.186
  765   0.065      6.048642     13.421534         8.411         4.837
  766   0.066      4.453573     13.426831         3.724         4.332
  767   0.067      3.045739     13.430514         1.345         3.782
  768   0.068      2.489936     13.433224         2.389         3.296
  769   0.069      2.276299     13.435602         2.375         2.927
  770   0.070      2.090678     13.437780         1.895         2.683
  771   0.071      2.084008     13.439844         1.479         2.551
  772   0.072      2.297851     13.442028         2.633         2.505
  773   0.073      2.378195     13.444392         3.019         2.524
  774   0.074      2.258737     13.446710         1.595         2.599
  775   0.075      2.346092     13.448986         2.089         2.736
  776   0.076      2.579926     13.451453         2.947         2.947
  777   0.077      2.746279     13.454118         2.634         3.243
  778   0.078      2.994777     13.456971         2.491         3.631
  779   0.079      3.609232     13.460231         2.831         4.105
  780   0.080      4.711514     13.464357         4.333         4.619
  781   0.081      6.068271     13.469743         6.222         5.077
  782   0.082      7.082881     13.476383         9.013         5.362
  783   0.083      7.147107     13.483576         7.706         5.383
  784   0.084      6.577251     13.490468         6.768         5.111
  785   0.085      5.617069     13.496608         6.782         4.584
  786   0.086      4.091525     13.501503         4.292         3.894
  787   0.087      2.464165     13.504755         1.354         3.167
  788   0.088      1.386972     13.506625         0.730         2.526
  789   0.089      0.877216     13.507718         0.399         2.055
  790   0.090      0.781891     13.508517         0.320         1.781
  791   0.091      0.986528     13.509384         0.944         1.690
  792   0.092      1.279187     13.510517         1.353         1.746
  793   0.093      1.565189     13.511939         1.517         1.913
  794   0.094      1.837911     13.513644         2.015         2.163
  795   0.095      2.147464     13.515623         1.521         2.481
  796   0.096      2.675377     13.518018         2.783         2.853
  797   0.097      3.220024     13.520977         3.447         3.258
  798   0.098      3.706831     13.524435         3.426         3.671
  799   0.099      4.307967     13.528432         4.145         4.061
  800   0.100      5.008751     13.533087         5.039         4.382
  801   0.101      5.591358     13.538412         6.235         4.584
  802   0.102      5.701698     13.544110         6.732         4.627
  803   0.103      5.187793     13.549602         5.654         4.513
  804   0.104      4.362868     13.554378         3.889         4.286
  805   0.105      3.781269     13.558412         3.089         4.004
  806   0.106      3.722626     13.562120         2.843         3.700
  807   0.107      3.940299     13.565960         5.103         3.362
  808   0.108      3.606162     13.569807         4.960         2.965
  809   0.109      2.512666     13.572907         2.412         2.522
  810   0.110      1.366247     13.574818         0.494         2.098
  811   0.111      0.715742     13.575812         0.084         1.777
  812   0.112      0.579795     13.576422         0.100         1.618
  813   0.113      0.835897     13.577102         0.492         1.629
  814   0.114      1.348329     13.578180         1.224         1.783
  815   0.115      1.921876     13.579820         2.258         2.028
  816   0.116      2.340870     13.581968         2.509         2.317
  817   0.117      2.678087     13.584474         2.394         2.617
  818   0.118      3.032551     13.587335         3.436         2.909
  819   0.119      3.270639     13.590495         3.276         3.183
  820   0.120      3.549266     13.593889         2.935         3.428
  821   0.121      4.007378     13.597661         4.395         3.626
  822   0.122      4.359420     13.601865         4.609         3.749
  823   0.123      4.444655     13.606289         4.922         3.770
  824   0.124      4.285373     13.610672         4.249         3.680
  825   0.125      3.880245     13.614783         4.885         3.496
  826   0.126      3.118217     13.618302         2.848         3.261
  827   0.127      2.521592     13.621075         1.164         3.031
  828   0.128      2.555280     13.623570         2.468         2.840
  829   0.129      2.736018     13.626232         3.506         2.684
  830   0.130      2.681687     13.628954         2.356         2.538
  831   0.131      2.560806     13.631580         2.900         2.382
  832   0.132      2.252332     13.634011         2.745         2.215
  833   0.133      1.765324     13.636019         1.269         2.061
  834   0.134      1.451170     13.637605         1.219         1.955
  835   0.135      1.376932     13.639001         1.076         1.926
  836   0.136      1.543841     13.640439         1.140         1.982
  837   0.137      1.946338     13.642171         1.905         2.108
  838   0.138      2.337185     13.644328         2.937         2.273
  839   0.139      2.490571     13.646760         2.495         2.451
  840   0.140      2.604097     13.649296         2.134         2.627
  841   0.141      2.873845     13.652026         3.093         2.795
  842   0.142      3.105036     13.655028         3.293         2.947
  843   0.143      3.236446     13.658200         3.175         3.069
  844   0.144      3.446737     13.661530         2.954         3.149
  845   0.145      3.666044     13.665105         4.787         3.170
  846   0.146      3.437878     13.668700         3.809         3.126
  847   0.147      3.053487     13.671924         1.909         3.028
  848   0.148      3.053773     13.674951         3.165         2.890
  849   0.149      3.038665     13.678025         3.914         2.718
  850   0.150      2.603227     13.680878         2.863         2.520
  851   0.151      2.018204     13.683180         1.426         2.322
  852   0.152      1.701889     13.685010         1.336         2.162
  853   0.153      1.685818     13.686685         1.459         2.063
  854   0.154      1.837856     13.688438         1.753         2.021
  855   0.155      2.018532     13.690372         2.376         2.019
  856   0.156      2.025971     13.692413         2.259         2.038
  857   0.157      1.943614     13.694392         1.465         2.072
  858   0.158      2.006563     13.696355         2.103         2.123
  859   0.159      2.118046     13.698419         2.093         2.191
  860   0.160      2.245950     13.700597         2.164         2.272
  861   0.161      2.361013     13.702907         2.660         2.361
  862   0.162      2.411098     13.705292         2.107         2.452
  863   0.163      2.607898     13.707782         2.246         2.534
  864   0.164      2.959056     13.710565         3.191         2.587
  865   0.165      3.055852     13.713614         4.252         2.592
  866   0.166      2.673810     13.716505         2.371         2.545
  867   0.167      2.349648     13.718985         1.521         2.466
  868   0.168      2.380265     13.721332         2.559         2.377
  869   0.169      2.416192     13.723745         2.817         2.284
  870   0.170      2.170470     13.726065         2.663         2.190
  871   0.171      1.809911     13.728041         0.925         2.107
  872   0.172      1.852989     13.729829         1.136         2.048
  873   0.173      2.167871     13.731846         3.192         2.006
  874   0.174      2.109015     13.734029         2.578         1.969
  875   0.175      1.698571     13.735943         1.549         1.944
  876   0.176      1.415528     13.737470         0.621         1.960
  877   0.177      1.595847     13.738934         1.003         2.036
  878   0.178      2.127763     13.740783         2.319         2.162
  879   0.179      2.619216     13.743174         3.038         2.299
  880   0.180      2.800484     13.745916         3.369         2.407
  881   0.181      2.649476     13.748660         2.729         2.470
  882   0.182      2.462161     13.751201         1.912         2.497
  883   0.183      2.590424     13.753695         1.981         2.496
  884   0.184      2.876937     13.756443         3.947         2.460
  885   0.185      2.708680     13.759286         3.368         2.378
  886   0.186      2.227190     13.761750         1.389         2.258
  887   0.187      2.014136     13.763840         1.824         2.121
  888   0.188      2.022627     13.765853         1.984         1.980
  889   0.189      1.966287     13.767864         2.600         1.836
  890   0.190      1.637643     13.769688         1.782         1.695
  891   0.191      1.246387     13.771117         0.628         1.575
  892   0.192      1.117055     13.772275         0.980         1.502
  893   0.193      1.161177     13.773408         1.100         1.488
  894   0.194      1.279036     13.774621         1.172         1.536
  895   0.195      1.430253     13.775978         1.580         1.636
  896   0.196      1.558104     13.777471         1.437         1.781
  897   0.197      1.836250     13.779144         1.156         1.955
  898   0.198      2.353883     13.781231         2.699         2.134
  899   0.199      2.684330     13.783787         3.595         2.288
  900   0.200      2.589049     13.786449         2.538         2.402
  901   0.201      2.451893     13.788953         1.892         2.482
  902   0.202      2.591602     13.791451         2.371         2.535
  903   0.203      2.891175     13.794192         3.063         2.554
  904   0.204      3.005069     13.797170         3.854         2.521
  905   0.205      2.748629     13.800071         2.671         2.422
  906   0.206      2.409051     13.802642         2.164         2.266
  907   0.207      2.160651     13.804923         2.302         2.072
  908   0.208      1.867074     13.806947         2.038         1.862
  909   0.209      1.498271     13.808630         1.324         1.656
  910   0.210      1.233762     13.809980         0.893         1.472
  911   0.211      1.119593     13.811150         1.245         1.325
  912   0.212      1.030810     13.812226         0.954         1.219
  913   0.213      0.912019     13.813202         1.170         1.160
  914   0.214      0.767653     13.814037         0.426         1.157
  915   0.215      0.812905     13.814803         0.318         1.215
  916   0.216      1.130959     13.815758         1.113         1.330
  917   0.217      1.514174     13.817086         1.681         1.481
  918   0.218      1.773545     13.818743         2.055         1.641
  919   0.219      1.868444     13.820576         1.977         1.796
  920   0.220      1.865954     13.822448         1.904         1.950
  921   0.221      1.889820     13.824316         1.522         2.115
  922   0.222      2.139324     13.826305         1.714         2.295
  923   0.223      2.663974     13.828689         2.523         2.469
  924   0.224      3.284873     13.831666         3.383         2.589
  925   0.225      3.613788     13.835165         5.101         2.600
  926   0.226      3.186992     13.838630         3.869         2.480
  927   0.227      2.351860     13.841397         1.509         2.256
  928   0.228      1.810663     13.843443         1.403         1.984
  929   0.229      1.562305     13.845119         1.670         1.712
  930   0.230      1.285600     13.846555         1.635         1.470
  931   0.231      0.895378     13.847648         0.680         1.276
  932   0.232      0.622034     13.848385         0.141         1.151
  933   0.233      0.676614     13.849004         0.183         1.100
  934   0.234      1.029948     13.849842         0.972         1.107
  935   0.235      1.336324     13.851049         2.251         1.140
  936   0.236      1.289439     13.852388         1.246         1.173
  937   0.237      1.127996     13.853592         0.930         1.202
  938   0.238      1.039652     13.854672         1.128         1.248
  939   0.239      0.951606     13.855669         0.951         1.335
  940   0.240      0.962761     13.856605         0.354         1.484
  941   0.241      1.353878     13.857725         0.719         1.693
  942   0.242      2.165640     13.859458         1.820         1.925
  943   0.243      2.977976     13.862062         4.420         2.109
  944   0.244      3.095062     13.865170         3.993         2.187
  945   0.245      2.607802     13.868045         2.386         2.146
  946   0.246      2.077234     13.870378         1.836         2.021
  947   0.247      1.647702     13.872235         1.804         1.871
  948   0.248      1.302365     13.873696         0.803         1.744
  949   0.249      1.295672     13.874955         0.441         1.662
  950   0.250      1.740813     13.876447         1.662         1.608
  951   0.251      2.113577     13.878414         3.555         1.538
  952   0.252      1.837727     13.880444         2.177         1.420
  953   0.253      1.204751     13.881970         0.939         1.262
  954   0.254      0.688818     13.882897         0.297         1.110
  955   0.255      0.446784     13.883441         0.091         1.016
  956   0.256      0.467980     13.883879         0.262         1.009
  957   0.257      0.658464     13.884432         0.611         1.093
  958   0.258      0.991503     13.885242         0.549         1.249
  959   0.259      1.512323     13.886483         1.563         1.441
  960   0.260      1.990012     13.888252         2.539         1.624
  961   0.261      2.240563     13.890382         2.136         1.754
  962   0.262      2.347888     13.892691         2.836         1.807
  963   0.263      2.129428     13.894966         2.867         1.785
  964   0.264      1.609593     13.896841         1.079         1.717
  965   0.265      1.332205     13.898271         0.463         1.643
  966   0.266      1.506810     13.899665         1.500         1.583
  967   0.267      1.692029     13.901287         2.489         1.536
  968   0.268      1.559772     13.902934         1.535         1.488
  969   0.269      1.309498     13.904370         1.283         1.447
  970   0.270      1.102653     13.905568         0.917         1.432
  971   0.271      1.075137     13.906635         0.543         1.465
  972   0.272      1.301042     13.907807         1.369         1.552
  973   0.273      1.583119     13.909252         1.619         1.683
  974   0.274      1.875229     13.910976         1.651         1.833
  975   0.275      2.165556     13.913006         2.658         1.979
  976   0.276      2.287085     13.915245         2.294         2.102
  977   0.277      2.361123     13.917566         2.152         2.194
  978   0.278      2.435324     13.919971         2.821         2.251
  979   0.279      2.407972     13.922399         2.335         2.277
  980   0.280      2.362634     13.924781         2.274         2.275
  981   0.281      2.375895     13.927145         2.273         2.247
  982   0.282      2.380703     13.929532         2.749         2.195
  983   0.283      2.220841     13.931848         2.371         2.120
  984   0.284      1.968786     13.933943         1.784         2.036
  985   0.285      1.759840     13.935802         1.793         1.966
  986   0.286      1.581947     13.937471         1.516         1.934
  987   0.287      1.532948     13.939008         0.966         1.960
  988   0.288      1.740387     13.940627         1.758         2.047
  989   0.289      2.084820     13.942532         1.826         2.181
  990   0.290      2.489519     13.944819         2.746         2.333
  991   0.291      2.733266     13.947457         3.323         2.474
  992   0.292      2.663652     13.950175         2.739         2.594
  993   0.293      2.573889     13.952777         1.916         2.699
  994   0.294      2.797817     13.955434         2.504         2.793
  995   0.295      3.239111     13.958448         3.313         2.857
  996   0.296      3.512109     13.961857         4.555         2.859
  997   0.297      3.279677     13.965294         3.662         2.776
  998   0.298      2.805041     13.968333         2.132         2.616
  999   0.299      2.498860     13.970971         2.677         2.406
 1000   0.300      2.119301     13.973304         2.783         2.182
 1001   0.301      1.557112     13.975139         0.888         1.981
 1002   0.302      1.318300     13.976532         0.446         1.832
 1003   0.303      1.560802     13.977944         1.525         1.740
